Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
473,Yuki Kawamura,24,CHI,PG,10,0,11.4,0.7,2.2,.318,0.5,1.6,.313,0.2,0.6,.333,.432,0.9,0.9,1.000,0.5,1.5,2.0,3.0,0.6,0.0,0.9,0.8,2.8,,kawamyu01
474,E.J. Liddell,25,BRK,PF,15,0,7.7,1.1,2.3,.486,0.4,1.3,.300,0.7,1.0,.733,.571,0.1,0.2,.667,0.3,1.5,1.9,0.5,0.2,0.3,0.4,1.0,2.8,,liddeej01
475,Julian Phillips,22,2TM,SF,42,2,8.7,1.0,2.3,.429,0.4,1.3,.321,0.6,1.1,.556,.515,0.4,0.4,.882,0.5,0.6,1.1,0.2,0.5,0.2,0.2,0.8,2.8,,phillju01
475,Julian Phillips,22,CHI,SF,35,2,9.5,1.1,2.5,.420,0.5,1.4,.327,0.6,1.1,.538,.511,0.3,0.3,.818,0.6,0.6,1.3,0.2,0.5,0.2,0.2,0.9,2.8,,phillju01
475,Julian Phillips,22,MIN,SF,7,0,4.3,0.7,1.4,.500,0.1,0.6,.250,0.6,0.9,.667,.550,0.9,0.9,1.000,0.0,0.3,0.3,0.1,0.6,0.1,0.1,0.1,2.4,,phillju01
476,Patrick Baldwin Jr.,23,3TM,SF,7,0,8.3,0.9,2.3,.375,0.4,1.3,.333,0.4,1.0,.429,.469,0.6,0.9,.667,0.9,1.0,1.9,0.3,0.3,0.4,0.4,1.3,2.7,,baldwpa01
476,Patrick Baldwin Jr.,23,LAC,SF,2,0,6.0,1.5,2.0,.750,1.0,1.5,.667,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,5.0,,baldwpa01
476,Patrick Baldwin Jr.,23,PHI,SF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,baldwpa01
476,Patrick Baldwin Jr.,23,SAC,SF,4,0,11.0,0.8,3.0,.250,0.3,1.5,.167,0.5,1.5,.333,.292,0.5,1.0,.500,1.5,1.3,2.8,0.5,0.5,0.8,0.5,1.8,2.3,,baldwpa01
477,Christian Koloko,25,3TM,C,23,4,13.7,1.2,2.7,.435,0.0,0.2,.200,1.1,2.5,.456,.444,0.3,0.4,.700,1.2,1.9,3.1,0.6,0.6,0.9,0.6,1.8,2.7,,kolokch01
477,Christian Koloko,25,LAL,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,,kolokch01
477,Christian Koloko,25,MEM,C,11,2,17.7,1.3,3.2,.400,0.0,0.1,.000,1.3,3.1,.412,.400,0.1,0.4,.250,1.7,2.3,4.0,0.9,0.9,1.2,0.6,1.8,2.6,,kolokch01
477,Christian Koloko,25,ATL,C,10,2,11.3,1.3,2.7,.481,0.1,0.4,.250,1.2,2.3,.522,.500,0.6,0.6,1.000,0.9,1.7,2.6,0.4,0.3,0.8,0.6,2.1,3.3,,kolokch01
478,Chaz Lanier,24,DET,SG,24,0,8.0,0.9,2.7,.338,0.7,2.1,.320,0.3,0.6,.400,.462,0.2,0.2,1.000,0.3,0.5,0.8,0.6,0.2,0.0,0.1,0.5,2.7,,laniech01
479,Malevy Leons,26,GSW,SF,15,1,9.1,1.1,2.5,.421,0.1,0.8,.167,0.9,1.7,.538,.447,0.4,0.5,.750,1.3,0.9,2.2,0.6,0.4,0.4,0.3,1.2,2.7,,leonsma01
480,Norchad Omier,24,LAC,PF,3,0,4.7,1.3,1.7,.800,0.0,0.3,.000,1.3,1.3,1.000,.800,0.0,0.0,,0.7,0.7,1.3,0.3,0.3,0.0,0.0,0.7,2.7,,omierno01
481,Jae'Sean Tate,30,HOU,SF,34,0,8.4,1.2,2.3,.513,0.2,0.7,.333,0.9,1.6,.593,.564,0.1,0.2,.571,0.6,0.7,1.4,0.5,0.3,0.1,0.3,1.1,2.7,,tateja01
482,Riley Minix,25,2TM,SF,5,0,3.8,1.2,1.8,.667,0.2,0.8,.250,1.0,1.0,1.000,.722,0.0,0.0,,0.4,0.6,1.0,0.6,0.2,0.0,0.2,0.4,2.6,,minixri01
482,Riley Minix,25,SAS,SF,3,0,2.7,1.3,2.0,.667,0.3,1.0,.333,1.0,1.0,1.000,.750,0.0,0.0,,0.3,0.3,0.7,0.3,0.3,0.0,0.0,0.3,3.0,,minixri01
482,Riley Minix,25,CLE,SF,2,0,5.5,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.5,1.0,1.5,1.0,0.0,0.0,0.5,0.5,2.0,,minixri01
483,Jonathan Isaac,28,ORL,PF,52,0,10.0,0.9,2.1,.422,0.1,0.7,.184,0.8,1.4,.549,.454,0.7,1.1,.603,0.8,1.7,2.5,0.4,0.4,0.6,0.3,0.8,2.6,,isaacjo01
484,Mo Bamba,27,2TM,C,4,0,11.0,1.3,2.8,.455,0.0,0.0,,1.3,2.8,.455,.455,0.0,0.0,,2.5,3.0,5.5,0.3,0.0,0.8,0.5,1.5,2.5,,bambamo01
484,Mo Bamba,27,TOR,C,2,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,,bambamo01
484,Mo Bamba,27,UTA,C,2,0,19.0,2.5,4.5,.556,0.0,0.0,,2.5,4.5,.556,.556,0.0,0.0,,4.5,5.5,10.0,0.5,0.0,1.0,1.0,2.0,5.0,,bambamo01
485,Taj Gibson,40,MEM,C,2,0,10.0,1.0,3.5,.286,0.5,1.0,.500,0.5,2.5,.200,.357,0.0,0.0,,1.0,1.5,2.5,0.0,0.5,0.5,0.0,1.5,2.5,,gibsota01
486,Gary Harris,31,MIL,SG,44,2,13.8,0.9,2.0,.443,0.5,1.3,.407,0.3,0.7,.517,.580,0.2,0.2,.889,0.3,1.0,1.3,1.0,0.5,0.2,0.4,1.0,2.5,,harriga01
487,Alijah Martin,24,TOR,SG,16,0,6.4,0.8,2.1,.353,0.2,0.9,.214,0.6,1.3,.450,.397,0.8,1.0,.813,0.4,0.5,0.9,0.5,0.4,0.2,0.3,0.6,2.5,,martial01
488,Jeff Green,39,HOU,PF,25,0,5.4,0.9,2.1,.415,0.5,1.4,.333,0.4,0.7,.588,.528,0.1,0.1,1.000,0.2,0.6,0.8,0.2,0.0,0.0,0.0,0.3,2.4,,greenje02
489,Chris Boucher,33,BOS,PF,9,0,10.4,0.9,2.8,.320,0.2,1.7,.133,0.7,1.1,.600,.360,0.3,0.4,.750,0.2,1.8,2.0,0.3,0.6,0.8,0.1,1.9,2.3,,bouchch01
490,Luke Travers,24,CLE,SG,12,0,8.6,0.8,3.0,.250,0.1,1.3,.063,0.7,1.7,.400,.264,0.8,0.8,1.000,0.8,1.3,2.0,0.8,0.6,0.3,0.3,0.5,2.3,,travelu01
491,Lindy Waters III,28,SAS,SG,35,0,7.0,0.8,2.1,.392,0.7,1.9,.354,0.2,0.3,.667,.547,0.0,0.0,1.000,0.1,0.7,0.7,0.5,0.1,0.0,0.2,0.6,2.3,,waterli01
492,JD Davison,23,HOU,PG,25,0,7.4,0.8,2.2,.389,0.3,1.1,.286,0.5,1.0,.500,.463,0.2,0.4,.556,0.1,0.8,0.9,1.1,0.2,0.2,0.3,0.6,2.2,,davisjd01
493,Tristan Enaruna,24,CLE,SF,6,0,5.7,1.0,2.7,.375,0.2,0.8,.200,0.8,1.8,.455,.406,0.0,0.2,.000,0.8,0.7,1.5,0.5,0.2,0.0,0.3,0.2,2.2,,enarutr01
494,Yang Hansen,20,POR,C,39,1,7.1,0.7,2.4,.301,0.1,1.0,.125,0.6,1.4,.434,.328,0.6,0.7,.828,0.5,1.0,1.5,0.6,0.1,0.2,0.8,1.0,2.2,,yangha01
495,Maxi Kleber,34,LAL,PF,35,1,10.9,0.8,1.7,.467,0.2,0.6,.273,0.6,1.1,.579,.517,0.4,0.6,.636,0.8,1.1,1.9,0.6,0.4,0.3,0.4,1.4,2.2,,klebima01
496,Khaman Maluach,19,PHO,C,34,0,7.2,0.9,1.7,.526,0.1,0.3,.182,0.8,1.4,.609,.544,0.4,0.5,.765,0.8,1.2,2.0,0.1,0.1,0.5,0.6,0.8,2.2,,maluakh01
497,Hunter Tyson,25,DEN,PF,21,2,7.7,0.7,2.5,.269,0.3,1.6,.212,0.3,0.9,.368,.337,0.5,0.6,.846,0.2,1.5,1.7,0.8,0.1,0.0,0.2,0.6,2.2,,tysonhu01
498,Bronny James,21,LAL,SG,32,1,7.0,0.8,2.0,.397,0.4,0.9,.414,0.4,1.1,.382,.492,0.1,0.2,.800,0.1,0.3,0.5,1.2,0.3,0.1,0.4,0.5,2.1,,jamesbr02
499,TyTy Washington Jr.,24,LAC,PG,9,0,5.8,0.9,1.6,.571,0.3,0.8,.429,0.6,0.8,.714,.679,0.0,0.0,,0.1,0.1,0.2,1.2,0.4,0.2,0.3,0.4,2.1,,washity02
500,Dalano Banton,26,2TM,PG,5,0,5.0,0.8,1.8,.444,0.0,0.0,,0.8,1.8,.444,.444,0.4,0.4,1.000,0.2,0.0,0.2,0.8,0.2,0.2,0.4,0.2,2.0,,bantoda01
500,Dalano Banton,26,LAC,PG,2,0,5.0,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.0,0.0,,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,3.0,,bantoda01
500,Dalano Banton,26,BOS,PG,3,0,5.0,0.3,1.7,.200,0.0,0.0,,0.3,1.7,.200,.200,0.7,0.7,1.000,0.0,0.0,0.0,0.7,0.0,0.3,0.3,0.3,1.3,,bantoda01
501,Hunter Dickinson,25,NOP,C,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,,dickihu01
502,Trentyn Flowers,20,CHI,SF,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,2.0,,flowetr01
503,Keshon Gilbert,22,WAS,PG,3,0,16.0,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,1.3,1.3,1.000,0.7,1.0,1.7,1.0,0.7,1.3,2.0,1.0,2.0,,gilbeke01
504,Colby Jones,23,DET,SG,1,0,7.0,1.0,3.0,.333,0.0,2.0,.000,1.0,1.0,1.000,.333,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,,jonesco02
505,Johnny Juzang,24,MIN,SG,21,0,4.2,0.8,1.8,.421,0.3,1.1,.250,0.5,0.7,.714,.500,0.2,0.4,.625,0.2,0.6,0.8,0.3,0.1,0.0,0.2,0.1,2.0,,juzanjo01
506,Jayson Kent,23,POR,SF,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,kentja01
507,Jordan McLaughlin,29,SAS,PG,35,0,6.0,0.7,1.9,.400,0.4,1.0,.412,0.3,0.9,.387,.508,0.1,0.1,.800,0.1,0.5,0.7,0.7,0.4,0.0,0.3,0.3,2.0,,mclaujo01
508,Wendell Moore Jr.,24,DET,SG,5,0,10.8,0.8,1.4,.571,0.0,0.2,.000,0.8,1.2,.667,.571,0.4,0.4,1.000,0.2,1.0,1.2,0.6,0.4,0.4,0.2,0.2,2.0,,moorewe01
509,Chris Youngblood,23,OKC,SG,32,0,5.4,0.6,1.9,.333,0.5,1.6,.314,0.1,0.3,.444,.467,0.3,0.3,.900,0.2,0.7,0.9,0.3,0.1,0.1,0.1,0.6,2.0,,youngch01
510,Isaiah Livers,27,PHO,PF,34,0,9.8,0.6,1.8,.361,0.4,1.1,.308,0.3,0.6,.455,.459,0.3,0.4,.750,0.6,1.2,1.8,0.6,0.4,0.2,0.4,0.8,1.9,,liveris01
511,Caleb Houstan,23,ATL,SF,13,0,4.4,0.5,1.2,.467,0.5,0.9,.500,0.1,0.2,.333,.667,0.2,0.2,1.000,0.3,0.2,0.5,0.2,0.1,0.1,0.3,0.6,1.8,,houstca01
512,Ariel Hukporti,23,NYK,C,48,4,9.0,0.7,1.3,.550,0.0,0.1,.250,0.7,1.2,.571,.558,0.4,0.6,.750,0.9,1.9,2.8,0.5,0.2,0.5,0.6,1.2,1.8,,hukpoar01
513,Harrison Ingram,23,SAS,SF,5,0,3.4,0.8,1.0,.800,0.2,0.2,1.000,0.6,0.8,.750,.900,0.0,0.0,,0.6,0.0,0.6,0.2,0.0,0.0,0.0,0.4,1.8,,ingraha01
514,Bobi Klintman,22,DET,SF,11,0,6.3,0.7,2.4,.308,0.4,1.2,.308,0.4,1.2,.308,.385,0.0,0.3,.000,0.5,1.2,1.6,0.5,0.3,0.0,0.5,1.0,1.8,,klintbo01
515,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,.200,0.0,1.3,.000,0.5,1.3,.400,.200,0.8,1.5,.500,0.3,3.3,3.5,0.5,1.0,0.5,1.0,1.3,1.8,,martico01
516,Kevin McCullar Jr.,24,NYK,SF,20,0,6.5,0.7,1.8,.389,0.3,0.9,.333,0.4,0.9,.444,.472,0.1,0.3,.400,0.5,0.8,1.3,1.0,0.4,0.0,0.6,0.9,1.8,,mcculke01
517,Orlando Robinson,25,ORL,C,4,1,6.3,0.8,1.3,.600,0.3,0.5,.500,0.5,0.8,.667,.700,0.0,0.0,,0.5,0.5,1.0,0.8,0.3,0.0,0.0,0.8,1.8,,robinor01
518,Jahmir Young,25,MIA,PG,11,0,4.6,0.7,2.0,.364,0.2,0.7,.250,0.5,1.3,.429,.409,0.2,0.2,1.000,0.2,0.2,0.4,0.5,0.1,0.0,0.3,0.5,1.8,,youngja05
519,Mason Plumlee,35,2TM,C,17,2,8.2,0.5,0.7,.750,0.0,0.0,,0.5,0.7,.750,.750,0.5,0.8,.643,0.8,1.9,2.7,1.0,0.5,0.0,0.5,0.8,1.6,,plumlma01
519,Mason Plumlee,35,CHO,C,14,2,8.9,0.6,0.9,.750,0.0,0.0,,0.6,0.9,.750,.750,0.6,0.9,.667,0.7,2.1,2.9,1.1,0.4,0.0,0.6,0.7,1.9,,plumlma01
519,Mason Plumlee,35,SAS,C,3,0,4.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.3,0.7,.500,1.3,0.7,2.0,0.3,0.7,0.0,0.0,1.3,0.3,,plumlma01
520,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,.667,0.0,0.0,,0.8,1.2,.667,.667,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,1.6,,toppija01
521,Xavier Tillman Sr.,27,2TM,C,23,1,6.3,0.7,1.7,.421,0.1,0.7,.176,0.6,0.9,.619,.461,0.0,0.0,,0.7,0.8,1.5,0.3,0.3,0.1,0.3,0.5,1.5,,tillmxa01
521,Xavier Tillman Sr.,27,BOS,C,14,1,7.9,1.0,2.2,.452,0.2,1.1,.200,0.8,1.1,.688,.500,0.0,0.0,,0.7,1.1,1.8,0.4,0.4,0.1,0.4,0.6,2.2,,tillmxa01
521,Xavier Tillman Sr.,27,CHO,C,9,0,3.9,0.2,0.8,.286,0.0,0.2,.000,0.2,0.6,.400,.286,0.0,0.0,,0.7,0.4,1.1,0.3,0.0,0.1,0.1,0.3,0.4,,tillmxa01
522,Buddy Boeheim,26,OKC,SF,4,0,3.8,0.5,1.5,.333,0.5,1.5,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,,boehebu01
523,Curtis Jones,24,DEN,SG,6,0,5.2,0.7,2.3,.286,0.2,1.5,.111,0.5,0.8,.600,.321,0.0,0.0,,0.2,0.7,0.8,0.5,0.0,0.0,0.2,0.5,1.5,,jonescu01
524,Tyler Smith,21,DAL,PF,2,0,5.5,0.5,3.0,.167,0.0,2.5,.000,0.5,0.5,1.000,.167,0.5,1.0,.500,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,1.5,,smithty02
525,Adou Thiero,21,LAL,SF,19,0,5.5,0.5,1.1,.476,0.0,0.1,.000,0.5,1.1,.500,.476,0.4,0.5,.800,0.4,0.7,1.1,0.3,0.3,0.1,0.3,0.8,1.5,,thierad01
526,Rocco Zikarsky,19,MIN,C,4,0,4.0,0.8,1.3,.600,0.0,0.0,,0.8,1.3,.600,.600,0.0,0.0,,0.5,0.8,1.3,0.0,0.0,0.8,0.0,0.3,1.5,,zikarro01
527,Isaac Jones,25,2TM,PF,5,1,4.8,0.6,1.0,.600,0.0,0.4,.000,0.6,0.6,1.000,.600,0.2,0.4,.500,0.4,0.4,0.8,0.2,0.0,0.0,0.0,0.8,1.4,,jonesis01
527,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.3,0.7,.500,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,,jonesis01
527,Isaac Jones,25,DET,PF,2,0,3.5,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,jonesis01
528,Brooks Barnhizer,23,OKC,SG,33,0,7.8,0.6,1.5,.380,0.2,0.5,.294,0.4,1.0,.424,.430,0.1,0.2,.667,0.3,1.4,1.7,0.5,0.2,0.1,0.2,0.6,1.4,,barnhbr01
529,Isaiah Crawford,24,HOU,SF,11,0,6.1,0.5,1.2,.385,0.2,0.7,.250,0.3,0.5,.600,.462,0.3,0.4,.750,0.2,0.7,0.9,0.4,0.2,0.3,0.2,0.3,1.4,,crawfis01
530,Dillon Jones,24,NYK,SF,5,0,4.8,0.2,1.0,.200,0.2,0.6,.333,0.0,0.4,.000,.300,0.8,0.8,1.000,0.4,0.8,1.2,0.8,0.4,0.0,0.0,0.8,1.4,,jonesdi01
531,Nigel Hayes-Davis,31,PHO,SF,27,0,7.2,0.6,1.7,.326,0.1,0.6,.125,0.5,1.1,.433,.348,0.1,0.1,.500,0.4,0.8,1.2,0.3,0.3,0.1,0.3,0.6,1.3,,hayesni01
532,Andre Jackson Jr.,24,MIL,SG,36,0,5.8,0.4,1.7,.250,0.2,0.9,.176,0.3,0.7,.346,.300,0.3,0.3,.900,0.4,0.6,1.0,0.8,0.2,0.1,0.4,0.7,1.3,,jacksan01
533,Kyle Lowry,39,PHI,PG,11,0,9.0,0.3,1.4,.200,0.3,1.4,.200,0.0,0.0,,.300,0.5,0.5,.833,0.0,0.8,0.8,1.0,0.2,0.1,0.3,0.6,1.3,,lowryky01
534,Lachlan Olbrich,22,CHI,C,25,0,6.2,0.5,1.2,.433,0.1,0.3,.250,0.4,0.9,.500,.467,0.2,0.4,.400,0.6,1.2,1.8,0.7,0.2,0.1,0.3,1.0,1.3,,olbrila01
535,Amari Williams,24,BOS,PF,19,2,6.3,0.4,0.9,.471,0.0,0.0,,0.4,0.9,.471,.471,0.4,0.6,.667,0.4,1.2,1.6,0.4,0.1,0.5,0.4,0.8,1.3,,william01
536,Thanasis Antetokounmpo,33,MIL,SF,27,0,3.2,0.4,0.7,.526,0.0,0.1,.000,0.4,0.6,.588,.526,0.4,0.7,.600,0.3,0.4,0.7,0.1,0.3,0.2,0.1,0.4,1.2,,antetth01
537,Javonte Cooke,26,POR,SG,19,0,4.9,0.5,2.2,.220,0.2,1.2,.130,0.3,0.9,.333,.256,0.1,0.1,1.000,0.2,0.8,1.0,0.4,0.3,0.0,0.5,0.3,1.2,,cookeja01
538,Pacôme Dadiet,20,NYK,SG,24,0,3.8,0.4,1.1,.333,0.2,0.8,.278,0.2,0.4,.444,.426,0.3,0.3,1.000,0.1,0.7,0.8,0.4,0.1,0.0,0.1,0.2,1.2,,dadiepa01
539,Jonathan Mogbo,24,TOR,PF,28,0,5.8,0.6,1.1,.533,0.0,0.0,,0.6,1.1,.533,.533,0.1,0.2,.400,0.5,1.0,1.5,0.5,0.2,0.2,0.3,0.6,1.2,,mogbojo01
540,David Roddy,24,DEN,PF,2,0,6.0,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.5,1.5,2.0,1.0,0.5,0.0,0.0,1.0,1.0,,roddyda01
541,Hunter Sallis,22,PHI,SG,7,0,3.7,0.4,0.7,.600,0.0,0.0,,0.4,0.7,.600,.600,0.1,0.3,.500,0.0,0.1,0.1,0.6,0.0,0.1,0.7,0.3,1.0,,sallihu01
542,Dario Šarić,31,SAC,C,5,0,8.2,0.2,1.2,.167,0.2,0.6,.333,0.0,0.6,.000,.250,0.4,0.4,1.000,0.2,1.0,1.2,0.4,0.0,0.0,0.4,0.6,1.0,,saricda01
543,Stanley Umude,26,SAS,SG,2,0,3.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,,umudest01
544,Omer Yurtseven,27,GSW,C,2,0,7.5,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,1.0,1.0,1.000,0.5,1.5,2.0,0.5,0.0,0.0,0.5,1.5,1.0,,yurtsom01
545,Bismack Biyombo,33,SAS,C,20,1,5.9,0.3,0.6,.545,0.0,0.0,,0.3,0.6,.545,.545,0.3,0.4,.714,0.2,0.8,1.0,0.3,0.2,0.1,0.3,1.1,0.9,,biyombi01
546,Johni Broome,23,PHI,C,11,0,5.0,0.4,2.2,.167,0.0,0.5,.000,0.4,1.7,.211,.167,0.2,0.5,.333,0.6,0.8,1.5,0.4,0.3,0.2,0.3,0.6,0.9,,broomjo01
547,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.3,0.3,1.000,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,,nfalyda01
548,Vladislav Goldin,24,MIA,C,5,0,2.8,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,.667,0.0,0.0,,0.2,0.6,0.8,0.4,0.0,0.2,0.2,0.6,0.8,,goldivl01
549,Trey Jemison,26,NYK,C,11,0,5.5,0.4,0.6,.571,0.0,0.0,,0.4,0.6,.571,.571,0.1,0.1,1.000,0.7,0.7,1.5,0.3,0.1,0.2,0.5,0.8,0.8,,jemistr01
550,Drew Peterson,26,CHO,PF,6,0,10.7,0.3,2.7,.125,0.0,2.0,.000,0.3,0.7,.500,.125,0.2,0.3,.500,0.5,1.0,1.5,0.3,0.5,0.2,0.0,0.5,0.8,,peterdr01
551,John Tonje,24,BOS,SG,3,0,3.7,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.7,0.7,1.000,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.3,0.7,,tonjejo01
552,Joe Ingles,38,MIN,SF,23,0,4.0,0.2,0.4,.444,0.1,0.3,.333,0.1,0.1,.667,.556,0.1,0.1,1.000,0.0,0.3,0.3,0.9,0.3,0.0,0.3,0.3,0.5,,inglejo01
553,Garrett Temple,39,TOR,SG,16,0,2.9,0.1,0.5,.125,0.1,0.4,.167,0.0,0.1,.000,.188,0.3,0.4,.667,0.1,0.3,0.3,0.3,0.2,0.1,0.2,0.2,0.4,,templga01
554,Chris Mañon,24,LAL,SG,6,0,4.2,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.3,1.000,0.2,0.8,1.0,0.2,0.5,0.3,0.2,0.8,0.3,,manonch01
555,Jahmyl Telfort,24,LAC,PF,8,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.1,0.5,.250,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,0.1,,telfoja01
556,Darius Brown II,26,CLE,SG,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,brownda04
557,Noa Essengue,19,CHI,PF,2,0,3.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,,essenno01
558,Tosan Evbuomwan,24,NYK,SF,5,0,1.6,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,,evbuoto01
559,Enrique Freeman,25,MIN,PF,2,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.5,0.0,0.0,0.0,,freemen01
560,Chucky Hepburn,22,TOR,PG,2,0,6.5,0.0,3.0,.000,0.0,2.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,,hepbuch01
561,Trevor Keels,22,MIA,SG,4,0,1.3,0.0,1.0,.000,0.0,0.8,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,keelstr01
562,Max Shulga,23,BOS,SG,4,0,1.5,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,shulgma01
