Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
388,Jeremiah Robinson-Earl,25,IND,PF,17,3,300,8.7,.443,.398,.169,11.2,20.9,15.9,5.4,1.1,0.3,10.1,14.0,-0.1,0.2,0.1,.017,-3.5,-1.9,-5.4,-0.3,,robinje02
388,Jeremiah Robinson-Earl,25,DAL,PF,5,0,61,13.0,.586,.471,.235,7.1,18.6,13.0,6.7,1.5,0.0,9.6,14.3,0.1,0.1,0.1,.102,-3.0,-1.1,-4.0,0.0,,robinje02
389,Cam Whitmore,21,WAS,SF,21,0,354,13.8,.528,.331,.183,5.6,11.9,8.7,6.6,2.0,2.0,9.0,23.7,-0.1,0.1,0.0,.004,-1.1,-2.1,-3.2,-0.1,,whitmca01
390,Larry Nance Jr.,33,CLE,PF,29,2,353,8.7,.479,.536,.052,7.7,15.6,11.7,9.7,2.0,1.1,11.6,13.3,0.0,0.4,0.5,.063,-4.1,0.6,-3.5,-0.1,,nancela02
391,Moritz Wagner,28,ORL,C,27,0,352,17.1,.564,.360,.404,7.8,23.1,15.4,9.6,1.9,0.3,7.8,24.8,0.5,0.5,1.0,.133,-0.6,-0.6,-1.1,0.1,,wagnemo01
392,Myron Gardner,24,MIA,SF,36,7,345,16.3,.611,.520,.225,10.7,21.8,16.2,13.7,2.4,1.3,8.9,14.5,0.8,0.6,1.4,.193,-0.2,2.2,1.9,0.3,,gardnmy01
393,Terrence Shannon Jr.,25,MIN,SG,30,0,344,7.5,.550,.455,.327,2.0,7.2,4.7,7.6,1.1,0.3,12.8,16.3,0.0,0.2,0.3,.036,-4.4,-1.3,-5.7,-0.3,,shannte01
394,AJ Johnson,21,2TM,SG,39,0,344,4.5,.402,.341,.175,2.8,11.4,7.1,13.3,1.1,0.2,15.0,19.4,-0.8,0.1,-0.7,-0.103,-6.7,-2.5,-9.2,-0.6,,johnsaj01
394,AJ Johnson,21,WAS,SG,25,0,214,4.4,.396,.301,.145,3.9,11.6,7.7,14.0,1.6,0.0,16.9,20.7,-0.6,0.0,-0.6,-0.131,-7.2,-3.4,-10.6,-0.5,,johnsaj01
394,AJ Johnson,21,DAL,SG,14,0,130,4.8,.411,.419,.233,0.8,11.1,6.1,12.2,0.4,0.6,11.2,17.2,-0.2,0.1,-0.2,-0.058,-5.9,-1.1,-7.0,-0.2,,johnsaj01
395,Liam McNeeley,20,CHO,SF,28,0,342,9.4,.566,.659,.352,3.7,15.9,9.9,9.0,0.7,0.8,10.6,14.0,0.4,0.3,0.6,.088,-1.9,-0.3,-2.2,0.0,,mcneeli01
396,Leonard Miller,22,2TM,SF,32,5,342,15.1,.630,.382,.218,7.1,19.5,13.4,7.9,1.4,2.0,11.7,16.8,0.4,0.3,0.8,.110,-1.2,0.1,-1.0,0.1,,millele01
396,Leonard Miller,22,MIN,SF,19,0,95,12.2,.581,.364,.333,8.3,20.5,14.5,7.6,2.0,0.0,19.2,20.8,0.0,0.1,0.1,.047,-5.2,-0.7,-5.9,-0.1,,millele01
396,Leonard Miller,22,CHI,SF,13,5,247,16.2,.653,.390,.169,6.6,19.1,13.0,8.1,1.1,2.8,7.8,15.3,0.5,0.2,0.7,.135,0.4,0.4,0.8,0.2,,millele01
397,Taelon Peter,23,IND,SG,30,0,335,8.3,.501,.877,.123,1.9,11.1,6.3,12.9,2.3,1.0,14.5,16.5,-0.3,0.2,-0.1,-0.008,-3.7,-0.8,-4.5,-0.2,,peterta01
398,Isaiah Livers,27,PHO,PF,33,0,332,8.2,.490,.639,.197,6.2,14.1,10.0,8.1,1.8,2.3,15.3,10.0,0.1,0.4,0.4,.062,-3.3,1.1,-2.2,0.0,,liveris01
399,Elijah Harkless,25,UTA,SG,19,3,325,7.9,.482,.583,.476,1.6,7.5,4.5,15.7,2.6,0.9,14.3,15.1,-0.1,0.1,0.0,.002,-5.7,-0.6,-6.3,-0.4,,harklej01
400,Kelly Olynyk,34,SAS,C,36,0,322,12.4,.584,.483,.345,7.2,14.0,10.7,16.8,1.9,0.5,18.0,16.0,0.3,0.5,0.7,.111,-1.8,0.9,-1.0,0.1,,olynyke01
401,Nick Smith Jr.,21,LAL,SG,25,1,318,9.2,.530,.519,.083,0.8,6.5,3.7,12.6,1.4,0.6,12.1,21.5,-0.2,0.2,0.0,-0.005,-2.8,-2.3,-5.2,-0.3,,smithni01
402,Christian Koloko,25,3TM,C,23,4,314,9.1,.467,.081,.161,9.5,15.0,12.2,5.6,2.0,6.1,16.4,10.5,-0.1,0.4,0.3,.052,-5.4,1.5,-3.9,-0.1,,kolokch01
402,Christian Koloko,25,LAL,C,2,0,6,-0.4,,,,0.0,19.0,9.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.024,-6.8,-1.7,-8.4,0.0,,kolokch01
402,Christian Koloko,25,MEM,C,11,2,195,9.0,.394,.029,.114,10.5,14.0,12.2,6.5,2.4,6.2,16.0,9.3,-0.1,0.3,0.2,.039,-4.7,1.8,-2.9,0.0,,kolokch01
402,Christian Koloko,25,ATL,C,10,2,113,9.9,.557,.148,.222,8.5,16.4,12.4,4.5,1.3,6.4,16.8,13.1,0.0,0.2,0.2,.075,-6.4,1.1,-5.3,-0.1,,kolokch01
403,Marcus Sasser,25,DET,PG,26,5,312,14.1,.575,.613,.118,2.2,7.7,5.0,21.4,2.9,0.6,13.2,19.1,0.4,0.5,0.9,.133,-0.2,0.9,0.7,0.2,,sassema01
404,Blake Wesley,22,POR,SG,23,0,301,11.2,.524,.300,.330,2.5,8.0,5.2,25.9,2.5,0.9,18.5,18.9,0.0,0.3,0.3,.043,-3.2,0.1,-3.1,-0.1,,weslebl01
405,Jae'Sean Tate,30,HOU,SF,34,0,287,11.0,.567,.308,.090,8.6,9.5,9.1,8.1,1.6,1.0,11.0,13.3,0.3,0.3,0.6,.101,-3.0,-0.2,-3.2,-0.1,,tateja01
406,Zach Edey,23,MEM,C,11,11,284,20.7,.669,.051,.327,16.3,30.3,23.2,6.5,1.2,6.8,18.8,20.2,0.4,0.4,0.9,.144,-0.5,1.2,0.6,0.2,,edeyza01
407,Yang Hansen,20,POR,C,39,1,277,3.3,.402,.430,.312,7.3,15.4,11.3,10.7,0.5,2.9,22.1,19.9,-0.7,0.2,-0.5,-0.091,-8.9,-0.8,-9.8,-0.5,,yangha01
408,Malaki Branham,22,WAS,SG,28,0,275,14.1,.604,.407,.374,4.6,12.5,8.5,11.9,1.7,1.0,12.4,18.4,0.3,0.1,0.4,.069,-0.8,-1.5,-2.3,0.0,,branhma01
409,Ty Jerome,28,MEM,SG,12,12,265,26.7,.628,.470,.321,3.6,9.1,6.3,43.7,2.5,0.7,10.7,33.6,1.0,0.2,1.2,.217,8.4,-0.6,7.7,0.7,,jeromty01
410,Brooks Barnhizer,23,OKC,SG,33,0,259,7.0,.446,.340,.120,4.8,18.5,11.9,8.6,1.1,1.5,13.2,10.1,-0.1,0.5,0.4,.070,-4.1,1.3,-2.8,-0.1,,barnhbr01
411,Duop Reath,29,POR,C,32,0,258,10.6,.613,.743,.081,4.1,11.9,7.9,5.4,0.9,2.8,8.4,13.2,0.3,0.2,0.5,.096,-0.8,-0.2,-1.0,0.1,,reathdu01
412,Kevon Looney,29,NOP,C,18,6,251,13.5,.468,.173,.154,17.8,23.3,20.6,12.8,1.1,3.4,12.6,10.5,0.3,0.2,0.6,.106,-1.4,-0.8,-2.2,0.0,,looneke01
413,Pat Connaughton,33,CHO,SG,32,0,248,13.4,.591,.613,.213,5.5,17.0,11.3,9.7,1.6,0.4,9.9,15.5,0.3,0.3,0.6,.114,0.2,0.0,0.2,0.1,,connapa01
414,KJ Simpson,23,2TM,PG,17,2,246,8.7,.428,.406,.188,3.8,11.7,7.8,24.3,3.2,0.0,18.8,22.0,-0.4,0.3,-0.1,-0.023,-5.0,0.4,-4.6,-0.2,,simpskj01
414,KJ Simpson,23,CHO,PG,14,2,223,7.8,.437,.438,.180,2.6,11.9,7.3,22.3,3.3,0.0,20.0,22.7,-0.5,0.3,-0.2,-0.039,-5.6,0.2,-5.4,-0.2,,simpskj01
414,KJ Simpson,23,DEN,PG,3,0,23,16.6,.317,.000,.286,15.4,9.4,12.3,43.8,2.1,0.0,0.0,14.9,0.1,0.0,0.1,.137,0.7,2.8,3.5,0.0,,simpskj01
415,Cameron Payne,31,PHI,PG,14,1,242,14.9,.513,.640,.120,0.9,10.2,5.5,22.6,3.4,1.6,6.2,19.6,0.2,0.3,0.5,.107,-0.3,1.2,0.9,0.2,,payneca01
416,Ron Harper Jr.,25,BOS,SF,21,2,240,11.4,.540,.813,.027,6.5,9.5,8.0,8.3,0.8,3.4,6.2,14.6,0.3,0.2,0.5,.106,-0.2,0.3,0.1,0.1,,harpero02
417,Taurean Prince,31,MIL,SF,12,0,236,8.3,.621,.709,.055,0.0,9.9,5.0,6.2,1.9,0.8,9.6,11.7,0.1,0.1,0.3,.053,-3.3,-0.5,-3.8,-0.1,,princta02
418,Khaman Maluach,19,PHO,C,33,0,234,11.0,.594,.204,.315,11.5,19.6,15.4,3.0,0.4,7.0,25.5,15.0,-0.1,0.3,0.2,.045,-5.1,-0.4,-5.5,-0.2,,maluakh01
419,Chris Paul,40,LAC,PG,16,0,228,8.2,.413,.536,.036,3.2,10.9,7.1,30.8,2.4,0.0,22.0,14.2,-0.1,0.2,0.1,.015,-3.9,-0.3,-4.2,-0.1,,paulch01
420,Bronny James,21,LAL,SG,32,1,224,9.6,.506,.460,.079,2.1,5.6,3.9,22.3,2.4,0.8,17.7,15.4,0.0,0.2,0.2,.036,-2.5,-0.9,-3.4,-0.1,,jamesbr02
421,Lindy Waters III,28,SAS,SG,34,0,222,7.6,.534,.879,.015,1.5,9.0,5.3,8.1,1.1,0.4,7.0,13.6,0.1,0.2,0.3,.065,-2.4,-0.1,-2.5,0.0,,waterli01
422,Dejounte Murray,29,NOP,PG,8,8,216,22.4,.651,.349,.330,1.0,21.1,11.0,32.3,3.1,0.9,18.2,28.6,0.4,0.3,0.6,.137,3.0,1.8,4.8,0.4,,murrade01
423,PJ Hall,23,2TM,C,19,2,214,15.9,.599,.085,.492,17.5,21.7,19.6,6.6,0.7,4.3,18.2,17.3,0.3,0.3,0.5,.121,-1.6,-0.9,-2.4,0.0,,hallpj01
423,PJ Hall,23,MEM,C,7,0,27,18.9,.630,.333,.333,11.9,24.2,18.0,10.9,0.0,6.8,8.8,17.4,0.1,0.0,0.1,.161,1.8,0.1,1.9,0.0,,hallpj01
423,PJ Hall,23,CHO,C,12,2,187,15.4,.594,.040,.520,18.3,21.3,19.8,6.0,0.8,3.9,19.6,17.3,0.2,0.2,0.4,.116,-2.1,-1.0,-3.0,0.0,,hallpj01
424,Scotty Pippen Jr.,25,MEM,PG,10,6,212,14.8,.537,.333,.240,4.1,7.2,5.6,33.4,4.3,1.7,20.3,26.0,-0.1,0.3,0.2,.038,-2.5,-0.2,-2.7,0.0,,pippesc02
425,Andre Jackson Jr.,24,MIL,SG,36,0,210,4.9,.349,.567,.167,8.1,11.6,9.9,16.4,1.9,1.0,17.9,16.5,-0.4,0.1,-0.3,-0.062,-6.6,-1.6,-8.2,-0.3,,jacksan01
426,Matisse Thybulle,28,POR,SG,17,0,210,16.6,.595,.677,.161,4.5,9.4,6.9,10.5,7.5,3.4,15.3,15.1,0.2,0.5,0.7,.156,-1.4,7.6,6.1,0.4,,thybuma01
427,Joan Beringer,19,MIN,PF,31,1,209,18.1,.674,.000,.283,15.7,14.5,15.1,5.5,0.9,5.5,10.6,15.3,0.5,0.3,0.8,.184,-1.1,0.0,-1.1,0.1,,berinjo01
428,Jordan McLaughlin,29,SAS,PG,34,0,205,10.4,.514,.524,.079,2.7,9.7,6.3,15.8,3.0,0.4,15.5,15.9,0.0,0.3,0.3,.065,-2.8,1.6,-1.3,0.0,,mclaujo01
429,Garrison Mathews,29,IND,SG,15,1,196,11.4,.628,.885,.442,1.1,8.6,4.7,7.0,1.5,1.3,4.6,14.1,0.3,0.1,0.4,.100,-1.2,0.0,-1.3,0.0,,mathega01
430,Nigel Hayes-Davis,31,PHO,SF,27,0,195,4.2,.356,.348,.087,6.6,12.3,9.4,4.7,2.0,1.0,14.3,12.2,-0.3,0.2,-0.1,-0.026,-6.4,-0.9,-7.3,-0.3,,hayesni01
431,Doug McDermott,34,SAC,SF,17,0,195,6.5,.557,.968,.032,1.1,7.0,4.0,4.1,0.7,0.5,11.3,15.4,-0.1,0.0,-0.1,-0.019,-2.9,-3.0,-5.9,-0.2,,mcderdo01
432,DaRon Holmes,23,DEN,PF,19,6,194,13.0,.682,.732,.196,3.6,12.8,8.4,11.2,0.0,1.9,11.6,15.5,0.4,0.1,0.4,.109,0.9,-1.5,-0.7,0.1,,holmeda01
433,Chaz Lanier,24,DET,SG,24,0,191,8.7,.484,.769,.077,4.1,6.9,5.5,9.4,1.3,0.0,2.9,15.0,0.1,0.2,0.3,.084,-2.3,-1.2,-3.5,-0.1,,laniech01
434,Killian Hayes,24,SAC,PG,11,2,191,8.2,.418,.492,.131,1.1,13.8,7.3,28.2,1.3,1.0,13.4,16.6,-0.1,0.1,-0.1,-0.017,-4.7,-1.7,-6.4,-0.2,,hayeski01
435,Jamal Cain,26,ORL,SF,25,0,186,9.9,.576,.466,.310,5.9,9.6,7.7,6.8,1.3,1.0,12.0,17.1,0.1,0.2,0.3,.073,-3.4,-1.1,-4.5,-0.1,,cainja01
436,JD Davison,23,HOU,PG,25,0,184,9.7,.474,.519,.167,1.2,12.5,6.9,20.0,1.4,2.0,10.8,14.8,0.1,0.2,0.3,.076,-3.0,0.8,-2.3,0.0,,davisjd01
437,Zach Collins,28,CHI,C,10,0,184,18.0,.666,.328,.313,9.4,22.8,16.2,12.1,0.5,1.9,12.1,18.9,0.4,0.1,0.5,.141,1.1,-0.8,0.3,0.1,,colliza01
438,Keshad Johnson,24,MIA,SF,24,0,183,11.4,.518,.420,.304,9.5,15.2,12.3,1.5,1.8,2.9,11.3,19.5,-0.1,0.3,0.2,.055,-3.9,-0.7,-4.7,-0.1,,johnske10
439,Blake Hinson,26,UTA,SF,9,1,182,11.9,.655,.750,.100,4.1,8.5,6.3,5.4,0.3,0.5,3.1,14.7,0.3,-0.1,0.3,.070,0.4,-3.7,-3.2,-0.1,,hinsobl01
440,Obi Toppin,27,IND,PF,11,3,180,13.9,.535,.587,.333,3.5,26.2,14.4,15.0,1.6,0.0,10.4,22.6,0.0,0.2,0.2,.052,-0.8,-0.4,-1.2,0.0,,toppiob01
441,RayJ Dennis,24,3TM,PG,16,0,180,6.6,.416,.534,.123,4.7,9.4,7.0,23.1,1.1,1.9,16.3,21.6,-0.4,0.1,-0.3,-0.076,-4.1,-1.0,-5.1,-0.1,,dennira01
441,RayJ Dennis,24,IND,PG,13,0,168,6.5,.421,.528,.125,5.0,8.7,6.8,22.1,0.8,2.0,15.6,22.7,-0.4,0.1,-0.3,-0.082,-4.0,-1.4,-5.3,-0.1,,dennira01
441,RayJ Dennis,24,LAC,PG,1,0,4,-6.0,,,,0.0,56.6,29.1,0.0,0.0,0.0,100.0,11.1,0.0,0.0,0.0,-0.275,-15.3,-0.3,-15.6,0.0,,dennira01
441,RayJ Dennis,24,ATL,PG,2,0,8,13.8,.000,1.000,.000,0.0,0.0,0.0,55.6,5.9,0.0,0.0,5.2,0.0,0.0,0.0,.160,-1.8,5.5,3.8,0.0,,dennira01
442,Drew Timme,25,LAL,PF,21,0,179,14.3,.666,.373,.137,6.0,11.5,8.8,12.7,1.4,0.0,11.5,14.9,0.3,0.1,0.5,.121,0.4,-1.3,-0.9,0.1,,timmedr01
443,Oscar Tshiebwe,26,UTA,C,13,1,175,16.6,.617,.000,.222,15.3,20.9,18.0,8.9,1.9,0.6,7.5,12.6,0.4,0.1,0.5,.129,-0.3,-2.1,-2.4,0.0,,tshieos01
444,Chris Youngblood,23,OKC,SG,32,0,174,10.1,.505,.850,.167,4.5,12.6,8.7,8.2,1.1,1.7,3.0,16.5,0.1,0.3,0.4,.108,-2.6,-0.4,-3.0,0.0,,youngch01
445,Jonathan Mogbo,24,TOR,PF,28,0,163,9.8,.528,.000,.167,9.5,20.3,14.8,10.3,1.5,3.0,21.8,10.8,0.0,0.2,0.2,.071,-4.4,0.6,-3.8,-0.1,,mogbojo01
446,DeAndre Jordan,37,NOP,C,10,6,163,14.8,.693,.000,.652,13.7,28.6,21.1,6.3,0.9,4.7,23.3,9.9,0.2,0.2,0.4,.120,-1.1,0.2,-0.9,0.0,,jordade01
447,Hunter Tyson,25,DEN,PF,21,2,162,6.5,.398,.635,.250,2.9,21.4,12.6,13.2,0.6,0.6,8.0,16.9,-0.2,0.1,-0.1,-0.015,-5.2,-1.7,-6.9,-0.2,,tysonhu01
448,Leaky Black,26,WAS,SF,5,2,159,10.1,.600,.513,.154,4.6,13.5,9.0,5.9,0.6,2.2,8.8,12.0,0.2,0.0,0.2,.053,-2.2,-1.8,-4.0,-0.1,,blackle01
449,Lachlan Olbrich,22,CHI,C,25,0,156,8.6,.465,.267,.333,11.1,20.2,15.7,13.7,1.2,1.1,18.9,11.4,0.0,0.1,0.2,.048,-4.7,0.2,-4.5,-0.1,,olbrila01
450,Walker Kessler,24,UTA,C,5,5,154,20.8,.786,.216,.541,16.0,22.3,19.1,14.0,2.2,5.8,25.9,16.6,0.3,0.1,0.5,.152,1.6,1.7,3.3,0.2,,kesslwa01
451,Julian Reese,22,WAS,PF,5,4,148,12.8,.659,.000,.667,13.5,20.4,16.9,8.1,1.6,1.2,25.6,13.2,0.2,0.1,0.2,.073,-3.0,-1.7,-4.8,-0.1,,reeseju01
452,Jayson Tatum,27,BOS,PF,5,5,146,20.0,.509,.516,.129,3.0,27.4,15.4,24.5,2.1,0.0,6.6,31.3,0.2,0.3,0.4,.133,1.9,0.5,2.5,0.2,,tatumja01
453,Xavier Tillman Sr.,27,2TM,C,22,1,143,10.6,.461,.447,.000,12.6,14.4,13.5,7.4,2.1,2.1,13.6,13.3,0.0,0.2,0.2,.070,-2.9,0.1,-2.8,0.0,,tillmxa01
453,Xavier Tillman Sr.,27,BOS,C,14,1,111,11.3,.500,.484,.000,10.0,14.6,12.3,6.0,2.7,1.8,13.9,14.1,0.0,0.2,0.2,.079,-2.1,0.9,-1.2,0.0,,tillmxa01
453,Xavier Tillman Sr.,27,CHO,C,8,0,32,8.1,.286,.286,.000,21.4,13.8,17.6,12.0,0.0,2.9,12.5,10.6,0.0,0.0,0.0,.039,-5.4,-2.7,-8.1,0.0,,tillmxa01
454,Mason Plumlee,35,2TM,C,17,2,139,14.0,.743,.000,1.167,11.4,25.4,18.5,15.7,2.8,0.0,33.1,8.2,0.2,0.2,0.4,.154,-1.5,2.5,1.1,0.1,,plumlma01
454,Mason Plumlee,35,CHO,C,14,2,125,13.5,.752,.000,1.000,9.1,26.6,18.0,16.6,2.4,0.0,34.2,8.9,0.2,0.2,0.4,.136,-1.5,2.5,1.0,0.1,,plumlma01
454,Mason Plumlee,35,SAS,C,3,0,14,18.1,.568,,,31.4,15.0,23.0,8.0,6.9,0.0,0.0,2.6,0.1,0.0,0.1,.317,-0.9,2.5,1.6,0.0,,plumlma01
455,Malevy Leons,26,GSW,SF,15,1,136,12.8,.482,.316,.211,15.1,11.5,13.3,9.0,2.1,4.0,8.8,14.2,0.1,0.2,0.3,.104,-3.2,-0.3,-3.5,-0.1,,leonsma01
456,Jeff Green,39,HOU,PF,25,0,134,11.4,.543,.679,.057,4.2,11.4,7.9,4.2,0.4,0.7,1.8,17.4,0.2,0.1,0.3,.108,-0.6,-2.4,-3.0,0.0,,greenje02
457,Miles Kelly,23,DAL,PG,14,0,134,8.2,.484,.750,.023,4.0,14.7,9.5,12.0,1.4,0.6,11.9,15.8,-0.1,0.1,0.0,.018,-4.6,-0.4,-5.0,-0.1,,kellymi02
458,Kevin McCullar Jr.,24,NYK,SF,19,0,127,7.5,.470,.500,.147,7.8,13.1,10.4,19.1,2.3,0.0,24.9,16.1,-0.1,0.2,0.1,.021,-4.9,0.4,-4.5,-0.1,,mcculke01
459,Bradley Beal,32,LAC,SG,6,6,121,5.1,.476,.396,.167,2.0,2.8,2.4,12.1,1.2,0.0,14.9,22.2,-0.2,0.0,-0.2,-0.071,-6.6,-3.9,-10.5,-0.3,,bealbr01
